МАКЕДОНСКА БЕРЗА НА ДОЛГОРОЧНИ ХАРТИИ ОД ВРЕДНОСТ АД СКОПЈЕ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
ИЗВЕШТАЈ ЗА ТРГУВАЊЕ ОД 01.03.2003 ДО 31.03.2003 ГОДИНА,,,,,,,,,
Опис на хв,Номинална вредност,Мак.,Мин.,Почетна цена,Последна цена,Број на трансакции,Вредност,Количина,Број на ден. на тргување
Oficijalen pazar,,,,,,,,,
Oficijalen pazar - obi~ni akcii,,,,,,,,,
  Algreta Resen,100 DEM,1400,1400,1400,1400,4,228200,163,1
  Alkaloid Skopje,"25,56 EMU",2300,1505,1549,1850,179,58487072,28578,16
  Rudnici Bawani Skopje,25 EMU,670,670,670,670,1,48910,73,1
  Beton Skopje,"255,65 EMU",1500,1500,1500,1500,43,841500,561,14
  Vitaminka Prilep,"51,13 EMU",2100,1900,2100,1900,2,256700,127,2
  Veteks Veles,"51,13 EMU",1758,1583,1758,1600,3,54682,34,3
  Grad. institut Makedonija Skopje,100 DEM,7000,7000,7000,7000,1,14000,2,1
  Granit Skopje,5 EMU,83,75,78,80,45,1133507,14200,15
  Metalec Bitola,"51,13 EMU",1500,1500,1500,1500,6,97500,65,4
  Evropa Skopje,"51,13 EMU",1290,1104,1251,1104,13,1444279,1178,10
  EMO Ohrid,60 DEM,380,380,380,380,1,391020,1029,1
  @ito Luks Skopje,100 DEM,525,500,525,500,5,123475,243,5
  @ito Vardar Veles,50 EMU,806,805,805,805,3,136163,169,2
  @ito Skopje Skopje,100 DEM,675,670,670,675,8,655036,973,1
  Zemjod. komb. Pelagonija Bitola,"51,13 EMU",310,310,310,310,1,48670,157,1
  Jaka tabak Radovi{,"51,13 EMU",1100,1100,1100,1100,1,1100,1,1
  Komercijalna banka Skopje,5000 DEN,1860,1783,1830,1850,24,2243002,1221,12
  Makpetrol Skopje,"511,29 EMU",10200,9250,10190,10041,39,3669631,371,14
  Makedonija Turist Skopje,"25,56 EMU",901,870,901,900,20,2105200,2352,9
  Rade Kon~ar Skopje,25 EMU,160,160,160,160,5,43520,272,5
  R@ Ekonomika Skopje,"5,11 EMU",95,60,60,92,200,3457365,37427,17
  Stopanska banka Bitola,3000 DEN,2770,2520,2520,2770,4,15685660,5233,4
  Sileks Kratovo,"43,77 EMU",63,63,63,63,1,6552,104,1
  Skopski Pazar Skopje,"51,13 EMU",2341,2010,2010,2226,10,4202999,1919,6
  R@ Makstil Skopje,"5,11 EMU",113,113,113,113,1,113,1,1
  Tajmi{te Ki~evo,100 DEM,1550,1550,1550,1550,2,15500,10,1
  Teteks Tetovo,"51,13 EMU",310,310,310,310,1,1373610,4431,1
  Tehnometal Vardar Skopje,"51,13 EMU",650,600,600,610,16,317766,527,11
  Tutunski kombinat Prilep,"51,13 EMU",520,400,400,520,4,101040,226,4
  Toplifikacija Skopje,100 DEM,1569,1470,1560,1520,58,8683403,5730,16
Oficijalen pazar - prioritetni akcii,,,,,,,,,
  Komercijalna banka Skopje,1000 DEN,860,790,850,830,19,960880,1132,6
Oficijalen pazar - obvrznici,,,,,,,,,
  R. Makedonija - devizni vlogovi,,64.4,61.9,61.9,62.1,786,33511397,858234,15
  R.Makedonija - denacionalizacija 01,,63.5,56.3,62.9,56.3,10,3299197,85570,7
  R.Makedonija - denacionalizacija 02,1 EUR,55,50,55,50,40,17409582,548805,2
Vkupno Oficijalen pazar,,,,,,1556,161048231,1601118,
Neoficijalen pazar,,,,,,,,,
Neoficijalen pazar - obi~ni akcii,,,,,,,,,
  29 Noemvri Skopje,460 DEM,2000,2000,2000,2000,1,14000,7,1
  Angropromet-Tikve{anka Kavadarci,100 DEM,3190,3190,3190,3190,1,3190,1,1
  Bargala [tip,100 DEM,,,,130,1,4062240,31248,1
  Vardar osiguruvawe Skopje,100 DEM,3100,3000,3000,3100,4,1358800,448,2
  DZSPP Goce Del~ev s.Trubarevo,100 DEM,2200,2200,2200,2200,2,145200,66,1
  Dim~e Bawarot Prilep,100 DEM,9347,9347,9347,9347,1,2663895,285,1
  @ito leb Ohrid,"51,13 EMU",3119,3119,,3119,2,10732990,3425,2
  @ito Jug Kavadarci,100 DEM,1550,1550,1550,1550,4,212350,137,1
  Ineks Drim Struga,100 DEM,3200,3200,3200,3200,1,851200,266,1
  Inteks Skopje,100 DEM,2500,1800,2500,1800,2,1429000,755,1
  Interprogres eksp.-import Skopje,10 DEM,15,15,15,15,1,50190,3346,1
  Ishrana Radovi{,100 DEM,500,500,500,500,1,14500,29,1
  Jaka 80 Radovi{,10 DEM,310,310,310,310,1,310,1,1
  Karaorman Skopje,100 DEM,250,200,250,230,6,515040,2197,4
  KJUBI Makedonija Skopje,100 DEM,550,550,550,550,2,275000,500,1
  Napredok Gostivar,10 DEM,1500,1200,1500,1200,3,510900,372,3
  Pelagonija komerc Bitola,100 DEM,630,630,630,630,3,23940,38,1
  Pelagonija Trans Prilep,100 DEM,1500,1500,1500,,3,69000,46,2
  Rudarski institut Skopje,10 DEM,1680,1680,1680,1680,1,90720,54,1
  Sovremen dom Prilep,"5,11 EMU",80,40,65,40,20,19376985,444940,14
  Semenarstvo Skopje,10.80 DEM,,,,210,1,16351860,77866,1
  Sigurnost Skopje,10 DEM,31,31,31,31,2,6975,225,2
  Skovin Skopje,10 DEM,350,350,350,350,1,350,1,1
  Rudnik za nem. Strmo{ Probi{tip,50 DEM,310,310,310,310,1,14880,48,1
  Sto~ar Struga,10 DEM,,,,210,1,14172690,67489,1
  Tutunska banka Skopje,1000 DEN,1650,1650,1650,1650,1,1885950,1143,1
  Crven trendafil Skopje,32 DEM,300,300,300,300,1,35400,118,1
Neoficijalen pazar - prioritetni akcii,,,,,,,,,
  Stopanska banka Skopje,400 DEN,121,120,120,121,4,30394,252,4
Vkupno Neoficijalen pazar,,,,,,72,74897949,635303,
Drugi hartii od vrednost,,,,,,,,,
Dr`avni hartii od vrednost,,,,,,,,,
  Konvertibilen sertifikat - za {tedilnici,1 Denar,39.9,36,38,36,156,23179623,59612733,15
Vkupno Drugi hartii od vrednost,,,,,,156,23179623,59612733,
Dr`aven pazar,,,,,,,,,
Dr`ava - bezgotovinsko pla}awe,,,,,,,,,
  Javor Konsalting Bitola,10 DEM,325,325,325,325,1,535925,1649,1
  Jugomonta`a Blagoj Davkov Skopje,5 EUR,314,314,314,314,1,2072400,6600,1
  Jugotrans Struga,70 DEM,2201,2201,2201,2201,1,12149520,5520,1
  Lihnida Ohrid,20 DEM,628,628,628,628,1,5481184,8728,1
  Ma{nski servis Kavadarci,100 DEM,2196,2196,2196,2196,1,3654144,1664,1
  R@ MRTT Skopje,"5,11 EUR",315,315,315,315,1,1354185,4299,1
  Skopski Saem Skopje,100 DEM,3141,3141,3141,3141,1,1086786,346,1
Vkupno Dr`aven pazar,,,,,,7,26334144,28806,
Vkupno site pazari,,,,,,1791,285459947,,
