МАКЕДОНСКА БЕРЗА НА ДОЛГОРОЧНИ ХАРТИИ ОД ВРЕДНОСТ АД СКОПЈЕ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
ИЗВЕШТАЈ ЗА ТРГУВАЊЕ ОД 01.09.2003 ДО 30.09.2003 ГОДИНА,,,,,,,,,
Опис на хв,Номинална вредност,Мак.,Мин.,Почетна цена,Последна цена,Број на трансакции,Вредност,Количина,Број на ден. на тргување
Oficijalen pazar,,,,,,,,,
Oficijalen pazar - obi~ni akcii,,,,,,,,,
  Agroplod Resen,"511,3 EMU",8615,8615,8615,8615,1,51690,6,1
  Alkaloid Skopje,"25,56 EMU",1690,1560,1649,1650,89,13722908,8323,16
  Alumina Skopje,100 DEM,150,150,150,150,1,51300,342,1
  Rudnici Bawani Skopje,25 EMU,680,680,680,680,1,119000,175,1
  Blagoj \orev Veles,"25,56 EMU",600,268,297,600,14,857049,1758,12
  Beton Bitola,500 DEM,1600,1600,1600,1600,1,1169600,731,1
  Vin. vizba Povardarie Negotino,100 DEM,,,,1500,1,9519000,6346,1
  Granit Skopje,5 EMU,96,81,81,96,43,1011545,12057,8
  Metalec Bitola,"51,13 EMU",1600,1600,1600,1600,3,131200,82,1
  Evropa Skopje,"51,13 EMU",990,966,966,970,15,585577,600,7
  @ito Luks Skopje,100 DEM,640,602,608,610,23,1075684,1726,11
  @ito Skopje Skopje,100 DEM,650,650,650,650,3,206700,318,1
  Zemjod. komb. Pelagonija Bitola,"51,13 EMU",305,305,305,305,5,93635,307,2
  Komercijalna banka Skopje,5000 DEN,1800,1700,1700,1800,15,1626322,928,7
  Komuna Skopje,"25,56 EMU",187,187,187,187,1,36652,196,1
  Mlaz Bogdanci,35 EMU,550,492,500,518,38,2029426,3975,10
  Makpetrol Skopje,"511,29 EMU",10400,10000,10300,10290,67,12427340,1207,15
  Makedonija Turist Skopje,"25,56 EMU",980,910,950,970,25,31988347,24451,12
  R@ Ekonomika Skopje,"5,11 EMU",73,70,70,70,10,16775,237,8
  R@ Institut Skopje,"5,11 EMU",50,50,50,50,5,6300,126,2
  R@ Inter-Trans{ped Skopje,10 DEM,30,30,30,30,20,14550,485,6
  Skopski Pazar Skopje,"51,13 EMU",2140,2140,2140,2140,1,141240,66,1
  Tetovska banka Tetovo,3000 DEN,1200,1200,1200,1200,5,22184400,18487,5
  Teteks Tetovo,"51,13 EMU",310,310,310,310,3,1985240,6404,2
  Tehnometal Vardar Skopje,"51,13 EMU",710,680,680,691,7,135791,196,5
  Tutunski kombinat Prilep,"51,13 EMU",680,620,620,680,3,120280,185,2
  Toplifikacija Skopje,100 DEM,1460,1361,1361,1430,19,1572890,1105,10
