МАКЕДОНСКА БЕРЗА НА ДОЛГОРОЧНИ ХАРТИИ ОД ВРЕДНОСТ АД СКОПЈЕ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
ИЗВЕШТАЈ ЗА ТРГУВАЊЕ ОД 01.01.2003 ДО 31.01.2003 ГОДИНА,,,,,,,,,
Опис на хв,Номинална вредност,Мак.,Мин.,Почетна цена,Последна цена,Број на трансакции,Вредност,Количина,Број на ден. на тргување
Oficijalen pazar,,,,,,,,,
Oficijalen pazar - obi~ni akcii,,,,,,,,,
  Ading Skopje,"51,13 EMU",3750,3750,3750,3750,1,247500,66,1
  Alkaloid Skopje,"25,56 EMU",1620,1300,1620,1325,27,2343643,1660,11
  Automakedonija Skopje,"44,48 EMU",,,,1356,1,10170000,7500,1
  Beton Skopje,"255,65 EMU",1500,1500,1500,1500,27,553500,369,10
  Vinka Vinica,19 EMU,855,506,855,506,6,20050,30,6
  Vitaminka Prilep,"51,13 EMU",2200,2200,2200,2200,2,220000,100,1
  Grad. institut Makedonija Skopje,100 DEM,7300,7000,7300,7000,2,470100,66,2
  Granit Skopje,5 EMU,80,76,77,80,15,328351,4217,5
  Evropa Skopje,"51,13 EMU",1305,1177,1304,1200,9,1479953,1183,7
  EMO Ohrid,60 DEM,380,380,380,380,4,66120,174,3
  @ito Skopje Skopje,100 DEM,750,750,750,750,6,1650000,2200,1
  Zemjod. komb. Pelagonija Bitola,"51,13 EMU",305,305,305,305,2,27145,89,1
  Komercijalna banka Skopje,5000 DEN,1820,1749,1749,1800,11,790008,444,6
  Mlaz Bogdanci,35 EMU,500,499,500,500,5,246298,493,3
  Makpetrol Skopje,"511,29 EMU",10500,10100,10300,10399,22,4387470,423,11
  Makedonija Turist Skopje,"25,56 EMU",1002,950,1000,990,14,1154336,1166,4
  Niko Doaga Kru{evo,50 EMU,,,,240,1,751200,3130,1
  Ohridska banka Ohrid,2650 DEN,,,,1855,1,10211775,5505,1
