МАКЕДОНСКА БЕРЗА НА ДОЛГОРОЧНИ ХАРТИИ ОД ВРЕДНОСТ АД СКОПЈЕ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
ИЗВЕШТАЈ ЗА ТРГУВАЊЕ ОД 01.03.2004 ДО 31.03.2004 ГОДИНА,,,,,,,,,
Опис на хв,Номинална вредност,Мак.,Мин.,Почетна цена,Последна цена,Број на трансакции,Вредност,Количина,Број на ден. на тргување
Oficijalen pazar,,,,,,,,,
Oficijalen pazar - obi~ni akcii,,,,,,,,,
  Ading Skopje,"51,13 EMU",3060,2754,3060,2754,2,113220,41,2
  Algreta Resen,100 DEM,1540,1540,1540,1540,3,220220,143,1
  Alkaloid Skopje,"25,56 EMU",1950,1840,1851,1851,133,10044607,5314,19
  Rudnici Bawani Skopje,25 EMU,620,620,620,620,5,372620,601,4
  Beton Skopje,"255,65 EMU",1500,1492,1500,1495,31,560819,375,8
  Vitaminka Prilep,"51,13 EMU",1870,1870,1870,1870,1,158950,85,1
  Granit Skopje,5 EMU,90,90,90,90,73,1721160,19124,11
  Metalec Bitola,"51,13 EMU",1604,1604,1604,1604,1,20852,13,1
  Evropa Skopje,"51,13 EMU",902,890,890,900,13,986400,1095,8
  EMO Ohrid,60 DEM,,,,276,1,7923684,28709,1
  @ito Luks Skopje,100 DEM,560,460,560,460,21,1130960,2205,12
  @ito Prilep Prilep,50 EMU,610,610,610,610,1,64050,105,1
  Zemjod. komb. Pelagonija Bitola,"51,13 EMU",335,310,310,325,4,46125,143,3
  Investbanka Skopje,2670 DEN,,,,2666,1,19995000,7500,1
  Jaka tabak Radovi{,"51,13 EMU",1000,1000,1000,1000,1,100000,100,1
  Komercijalna banka Skopje,5000 DEN,3289,2600,2600,3200,25,7471368,2507,8
  Karpo{ Skopje,200 DEM,606,606,606,606,1,50904,84,1
  GP Mavrovo Skopje,"51,13 EMU",1056,951,1056,951,2,37404,39,2
  Makoteks Skopje,"35,9 EMU",220,220,220,220,1,16720,76,1
  Makpetrol Skopje,"511,29 EMU",13000,12000,12700,12500,41,8941016,715,13
  Makedonija Turist Skopje,"25,56 EMU",1150,1050,1150,1140,17,15364325,15093,8
  Ohridska banka Ohrid,2650 DEN,2649,2420,2420,2599,3,1577123,603,3
  Rade Kon~ar Skopje,25 EMU,246,222,222,246,11,157897,647,7
  Replek Skopje,"562,42 EMU",8800,8000,8000,8000,3,214400,26,3
  R@ Institut Skopje,"5,11 EMU",60,60,60,60,1,364500,6075,1
  R@ Inter-Trans{ped Skopje,10 DEM,25,25,25,25,1,162500,6500,1
  Stopanska banka Bitola,3000 DEN,2900,2699,2700,3000,10,10297300,3528,5
  Sileks Kratovo,"43,77 EMU",65,65,65,65,2,45630,702,2
  Skopski Pazar Skopje,"51,13 EMU",3029,2754,2754,3029,2,3674731,1214,2
  Tetovska banka Tetovo,3000 DEN,1736,1306,1306,1736,9,2235559,1467,8
  Teteks Tetovo,"51,13 EMU",310,310,310,310,18,3853610,12431,6
  Tehnometal Vardar Skopje,"51,13 EMU",730,701,702,702,10,156031,220,6
  GD-Tikve{ Kavadarci,"51,13 EMU",200,200,200,200,1,459000,2295,1
  Teteks-Kreditna banka Skopje,1000 DEN,,,,2172,1,12997248,5984,1
  Tutunski kombinat Prilep,"51,13 EMU",715,600,650,615,8,612315,965,4
  Toplifikacija Skopje,100 DEM,1470,1400,1470,1415,47,5175531,3633,14
  Transkop-Patni~ki soob. Bitola,100 DEM,600,600,600,600,1,17400,29,1
  Fustelarko Borec Bitola,100 DEM,1089,900,900,1400,20,11383356,8453,8
Oficijalen pazar - prioritetni akcii,,,,,,,,,
  Komercijalna banka Skopje,1000 DEN,801,750,800,800,12,520979,656,8
  Tetovska banka - kumulativna Tetovo,3000 DEN,660,660,660,660,2,1980,3,2
  Teteks-Kreditna banka Skopje,1000 DEN,,,,2172,1,6998184,3222,1
Oficijalen pazar - obvrznici,,,,,,,,,
  R. Makedonija - devizni vlogovi,,73.5,71,71.6,73.1,323,25942444,587402,16
  R.Makedonija - denacionalizacija 01,,72,66.4,69.2,72,9,715996,16522,6
  R.Makedonija - denacionalizacija 02,1 EUR,70,65,67.8,68.8,62,6608144,157149,14
  R.Makedonija - denacionalizacija 03,1 EMU,65,55,64.9,61,929,157798939,4285986,19
Vkupno Oficijalen pazar,,,,,,1864,327311201,5189779,
Neoficijalen pazar,,,,,,,,,
Neoficijalen pazar - obi~ni akcii,,,,,,,,,
  7-mi Noemvri Gevgelija,100 DEM,1230,1230,1230,,1,156210,127,1
  Agromehanika Skopje,50 EMU,1000,1000,1000,,1,5000,5,1
  Gradski Trgovski Centar Skopje,100 DEM,2100,1990,2000,,11,1892620,939,7
  Energomont Skopje,100 DEM,2400,2400,2400,,1,127200,53,1
  Europrofil s. Aldanci Kru{evo,5 EMU,,,,,1,2222016,23146,1
  @ito Jug Kavadarci,100 DEM,1550,1550,1550,,1,103850,67,1
  Inteks Skopje,100 DEM,1800,1800,1800,,1,1971000,1095,1
  Karaorman Skopje,100 DEM,300,300,300,,2,316800,1056,2
  KJUBI Makedonija Skopje,100 DEM,750,750,750,,5,327750,437,1
  Makedonska [tedilnica,2653 DEN,3100,3100,3100,,1,4650000,1500,1
  Nova trgovija 2003 [tip,10 DEM,,,,,1,3847560,32063,1
  OKTA Skopje,100 DEM,400,400,400,,2,20400,51,2
  Pekabesko Skopje,90 DEM,249,249,249,,2,300543,1207,2
  Proleter Skopje,50 EMU,,,,,1,1528000,4775,1
  Pelagonija Trans Prilep,100 DEM,1500,1500,1500,,1,16500,11,1
  Rudnik Demir Hisar s. Sopotnica,10 DEM,250,250,250,,2,24750,99,1
  Silika Mineral Makedonski Brod,100 DEM,,,,,1,1099956,3432,1
  Sniteks Sveti Nikole,100 DEM,3050,3050,3050,,1,5978000,1960,1
  SOKOMAK BITOLA Bitola,100 DEM,,,,,1,35899732,14641,1
