,0
Company,Гранит Скопје
MAE,[117.0357666015625]
MSE,[18404.000874772668]
RMS,[135.66134628099732]
MAPE,[8.729746549474573]
R2,[0.7067750899586629]
statistics,"['slope: 0.3132106503233136', 'intercept: 967.256417380273', 'r_value(correlation): 0.8406991673355356', 'r^2_value(determination): 0.7067750899586629', 'p_value: 0.1593008326644643', 'std_err: 0.14265314048335734', 'a_r2: 0.707', 'b_r2: 0.707', 'a_t: 2.196', 'b_t: 5.461', 'a_p_value: 0.159', 'b_p_value: 0.032', 'a_std_err: 0.143', 'b_std_err: 177.128']"
analysis_df,"       names        coef          se  ...    adj_r2    CI[2.5%]    CI[97.5%]
0  Intercept  967.256417  177.127946  ...  0.560163  205.136377  1729.376457
1         x1    0.313211    0.142653  ...  0.560163   -0.300576     0.926998

[2 rows x 9 columns]"
n_future,[1]
n_past,[3]
n_months_future,[1]
plot_x_count,[20]
epochs,[100]
batch_size,[4]
optimizer,['sgd']
loss_alg,['mse']
activation,['relu']
validation_split,[0.3]
loss,0
accuracy_model,0
original_open,"[1030 1031 1100 1200 1280 1073 1114 1250 1200 1229 1315 1310 1399 1320
 1390 1337 1200 1301 1405 1380]"
error_df['date'].values,['2022-06-01T00:00:00.000000000']
error_df['open'].values,[1380]
predicted_future['date'],"0   2022-06-01
Name: date, dtype: datetime64[ns]"
predicted_future_open,[1241.058]
df.describe,"               max          min         open        close
count   198.000000   198.000000   198.000000   198.000000
mean    856.823232   747.151515   795.590909   803.277778
std     506.038916   408.604096   452.281705   454.819012
min     280.000000   259.000000   263.000000   270.000000
25%     498.500000   461.000000   477.750000   480.000000
50%     682.000000   596.000000   634.000000   630.000000
75%    1038.000000   908.750000   969.000000   975.000000
max    3000.000000  2456.000000  2717.000000  2706.000000"
model_loss:,0.16860434412956238
accuracy:,0.20000000298023224
val_loss:,0.06615561246871948
model.summary,"Model: ""sequential_65""
_________________________________________________________________
 Layer (type)                Output Shape              Param #   
=================================================================
 lstm_130 (LSTM)             (None, 3, 128)            68096     
                                                                 
 lstm_131 (LSTM)             (None, 32)                20608     
                                                                 
 dropout_66 (Dropout)        (None, 32)                0         
                                                                 
 dense_131 (Dense)           (None, 16)                528       
                                                                 
 dense_132 (Dense)           (None, 4)                 68        
                                                                 
=================================================================
Total params: 89,300
Trainable params: 89,300
Non-trainable params: 0
_________________________________________________________________
"
